age,workclass,education,marital_status,hours_per_week,income,Sex
28,1,10,3,50,0,0
48,1,10,0,40,0,1
40,1,14,3,40,0,0
42,1,9,3,40,0,1
33,1,9,3,50,0,1
41,1,11,0,40,0,0
40,1,11,0,40,0,1
27,1,12,3,40,0,1
36,1,10,0,45,0,0
25,1,13,3,48,0,1
25,1,13,3,40,0,1
25,1,13,3,40,0,0
27,3,13,3,43,0,0
27,1,9,3,40,0,1
26,1,9,3,40,0,1
48,2,10,0,60,0,0
46,2,9,1,45,0,1
44,2,13,0,40,0,0
30,1,10,3,50,0,1
23,1,13,3,40,0,0
46,1,10,0,55,0,1
29,1,13,3,10,0,0
42,3,10,0,40,0,0
41,1,9,3,50,0,1
52,1,9,0,40,0,1
46,3,11,0,42,0,0
59,1,10,2,40,0,1
67,2,9,0,16,0,0
66,3,11,4,40,0,0
66,3,16,0,40,0,0
73,3,10,4,40,0,0
68,1,14,3,40,0,0
69,2,6,1,45,0,1
54,1,10,1,50,0,1
31,1,5,1,40,0,1
45,2,10,1,40,0,1
38,1,9,1,45,0,1
37,1,9,1,40,0,1
41,1,10,1,40,0,1
37,2,13,1,77,0,1
64,3,9,1,40,0,1
47,3,13,1,40,0,1
29,1,9,1,48,0,1
57,2,10,1,40,0,1
25,1,10,1,40,0,1
51,2,9,1,60,0,1
28,1,11,1,40,0,0
45,1,9,1,35,0,1
37,1,5,1,40,0,1
44,1,9,1,30,0,0
39,1,13,1,40,0,1
53,1,10,1,40,0,1
44,2,9,1,50,0,1
50,1,9,1,40,0,0
50,1,9,1,47,0,1
51,1,9,1,40,0,1
60,1,4,1,40,0,1
35,1,9,1,40,0,1
40,3,9,1,40,0,1
42,1,13,1,40,0,1
37,2,9,1,30,0,1
60,2,10,1,46,0,1
31,2,11,1,50,0,1
52,3,10,1,42,0,1
36,2,9,1,40,0,0
36,1,10,1,50,0,1
38,2,10,1,50,0,1
30,2,11,1,60,0,1
31,1,9,1,45,0,1
46,2,10,1,40,0,1
33,1,13,1,47,1,1
37,1,7,1,44,1,1
50,1,9,1,40,1,1
41,1,13,1,40,1,1
26,1,10,1,40,1,1
51,1,11,1,50,1,1
33,1,9,1,40,1,1
36,1,9,1,40,1,1
39,1,9,1,44,1,1
51,1,9,1,40,1,1
36,1,13,1,45,1,1
48,1,10,1,40,1,1
32,1,9,1,55,1,1
50,1,9,1,40,1,1
50,1,11,1,55,1,1
41,2,10,1,40,1,1
52,1,12,1,48,1,1
44,1,13,1,40,1,1
56,1,9,1,40,1,1
37,2,10,1,50,1,1
35,2,9,1,40,1,1
34,0,11,1,60,1,1
62,1,13,1,40,1,1
43,1,13,1,40,1,1
28,1,13,1,40,1,1
43,1,11,1,48,1,1
57,1,13,1,40,1,1
47,1,10,1,40,1,1
50,1,11,1,40,1,1
33,2,11,1,50,1,0
54,1,10,1,40,1,1
47,1,13,1,60,1,1
33,1,13,1,43,1,1
52,1,15,1,30,1,0
39,1,10,1,50,1,1
55,1,9,1,40,1,1
57,1,13,1,50,1,1
40,1,16,1,40,1,1
60,3,14,1,40,1,0
26,3,9,1,40,1,1
36,1,11,1,40,1,1
32,1,9,1,40,1,1
39,2,9,1,60,1,1
51,2,12,1,30,1,1
27,1,10,1,50,1,1
41,3,10,1,40,1,0
61,1,14,1,50,0,1
38,1,6,1,40,1,1
40,2,14,1,50,0,1
43,1,10,1,40,1,1
46,1,10,1,40,1,1
54,1,13,1,40,1,1
36,1,13,1,42,1,1
49,1,9,1,45,1,1
52,1,10,1,55,1,1
55,1,9,1,40,1,1
38,2,13,1,60,1,1
39,1,13,1,50,1,1
59,1,10,1,35,1,1
34,1,13,1,55,1,1
42,1,10,1,45,1,1
46,1,10,1,60,1,1
53,2,9,1,72,0,1
51,2,9,1,60,1,1
34,1,10,1,40,1,1
35,2,11,1,55,0,1
51,1,10,1,48,1,1
50,2,12,1,40,1,1
55,2,14,1,55,1,1
37,1,9,1,45,1,1
48,1,9,1,46,1,1
25,2,10,1,50,1,1
39,1,13,1,48,1,1
45,1,8,1,40,1,0
45,2,10,1,42,0,1
46,1,13,1,40,1,1
28,0,9,1,20,0,0
18,1,9,1,40,0,0
46,1,9,1,52,1,0
34,1,14,1,40,1,1
30,1,13,1,60,1,1
25,1,10,1,40,1,0
56,1,9,1,45,1,1
44,1,9,1,40,1,0
29,1,13,1,45,1,1
61,0,9,1,40,1,1
46,2,13,1,37,1,1
30,1,13,1,55,1,0
46,3,13,1,40,1,1
44,1,10,1,40,1,1
60,2,9,1,60,1,1
45,1,13,1,40,1,1
53,1,14,1,40,1,1
55,3,14,1,45,1,0
41,1,13,1,35,1,1
30,1,9,1,70,1,1
37,1,10,1,40,1,1
69,1,5,3,40,0,1
70,0,9,4,20,0,0
40,3,10,3,35,0,0
40,1,13,3,40,0,0
35,3,13,3,45,0,0
34,1,9,0,50,0,0
36,1,4,1,40,0,0
39,1,9,0,40,0,1
32,1,9,3,35,0,0
42,3,13,0,40,0,0
78,1,9,4,40,0,0
71,1,10,3,60,0,0
69,1,12,0,6,0,0
69,1,4,0,40,0,0
79,1,4,4,30,0,0
66,0,11,4,30,0,0
70,0,9,4,12,0,0
90,2,9,3,12,0,1
69,0,9,0,35,0,0
51,1,4,1,40,0,1
62,0,9,1,30,0,1
20,1,7,1,35,0,1
66,1,14,1,20,0,1
81,2,6,1,28,0,0
58,1,4,1,50,0,1
59,1,10,0,40,0,1
26,1,6,3,40,0,0
23,1,13,3,40,0,0
36,1,9,3,40,0,0
26,1,7,2,50,0,1
56,1,13,3,52,0,0
31,1,9,3,99,0,1
22,1,9,3,40,0,1
23,0,13,3,40,0,1
25,1,5,3,40,0,1
18,1,10,3,30,0,1
59,1,13,1,30,0,0
41,1,9,1,40,0,1
35,1,9,1,40,0,1
56,1,9,1,45,0,1
47,2,9,1,32,0,1
35,1,9,1,40,0,1
36,2,9,1,40,0,1
56,3,16,1,40,0,1
55,0,9,1,40,0,0
27,1,9,1,40,0,1
22,1,13,1,25,0,0
48,1,9,1,15,0,1
27,1,9,1,40,0,1
34,0,9,1,80,0,1
47,1,13,1,65,0,1
26,1,9,1,40,0,1
61,3,4,1,40,0,1
42,2,10,1,30,0,1
25,1,10,1,43,0,1
28,1,9,1,40,0,1
42,2,11,1,40,0,1
42,1,9,1,45,0,1
50,1,5,1,40,0,1
24,1,9,1,50,0,1
27,1,10,1,70,0,1
38,1,9,1,30,0,1
35,1,10,1,55,0,1
26,1,10,1,40,0,1
39,2,10,1,90,0,1
39,1,10,1,65,0,1
36,1,12,1,40,0,1
40,1,9,1,40,0,1
32,1,9,1,40,0,1
41,1,9,1,40,0,1
25,1,13,1,60,0,1
29,1,9,1,40,0,0
35,2,9,1,45,0,1
62,1,10,1,24,0,1
39,1,9,1,40,0,1
30,1,4,1,40,0,1
54,2,10,1,30,0,1
43,1,9,1,60,0,1
47,2,9,1,65,0,1
31,1,9,1,40,0,1
34,1,15,1,50,0,1
27,1,10,1,40,0,1
40,1,11,1,40,0,1
45,1,6,1,40,0,1
28,1,9,1,40,0,1
61,2,9,1,45,0,1
41,1,10,1,40,0,1
29,1,7,1,14,0,0
62,3,4,1,40,0,1
53,1,9,1,40,0,1
45,2,13,1,60,0,1
75,0,9,1,14,0,0
70,1,5,1,40,0,0
70,2,10,1,70,0,1
75,1,9,1,20,0,1
90,3,4,1,40,0,1
24,1,4,1,38,0,1
29,3,9,1,40,0,0
39,1,7,1,37,0,1
33,1,9,1,16,0,1
37,2,6,1,40,0,0
54,0,9,1,40,0,1
64,2,9,1,10,0,1
39,1,6,1,40,0,1
64,1,9,1,40,0,1
64,2,9,1,24,0,1
35,2,5,1,30,0,1
22,1,9,3,40,0,0
25,1,10,3,48,0,1
26,1,9,3,40,0,1
21,1,10,3,45,0,1
19,1,9,3,40,0,1
25,1,14,3,31,0,0
60,1,9,0,40,0,0
26,1,10,3,40,0,1
25,1,9,0,40,0,1
24,1,9,3,40,0,0
32,1,12,0,48,0,1
53,1,9,0,40,0,0
26,1,10,2,48,0,1
25,3,13,3,50,0,0
32,1,10,1,40,0,0
23,1,9,3,40,0,1
60,2,9,0,55,0,1
49,1,12,2,40,0,0
23,1,10,3,50,0,1
25,1,6,3,50,0,1
40,1,10,1,40,0,1
37,1,4,1,60,0,1
28,1,9,1,40,0,1
22,2,4,1,40,0,1
63,1,9,1,20,0,1
24,1,4,1,40,0,1
30,1,5,1,40,0,1
27,1,9,1,45,0,1
55,1,6,1,40,0,1
59,2,3,1,15,0,1
40,1,10,1,40,0,1
64,1,4,1,50,0,1
69,1,9,4,40,0,1
23,1,9,3,40,0,0
26,3,15,3,50,0,1
48,1,9,3,40,0,0
34,1,13,3,50,0,1
36,1,10,3,40,0,1
34,1,9,2,40,0,1
31,1,10,3,38,0,0
24,1,7,3,40,0,1
28,1,11,3,35,0,0
26,1,13,3,35,0,1
30,1,11,3,40,0,1
61,1,9,1,5,0,0
67,2,6,1,80,0,1
67,0,4,1,40,0,1
68,2,9,1,40,0,1
65,0,9,1,20,0,1
65,0,9,1,30,0,1
59,1,9,1,15,0,1
72,1,6,1,12,0,1
30,1,13,1,40,0,1
50,2,14,1,98,0,1
35,1,10,1,40,0,1
39,1,7,1,70,0,1
31,1,10,1,65,0,1
26,1,10,1,50,0,1
25,1,9,1,40,0,1
28,1,11,1,40,0,1
42,1,11,1,40,0,1
45,1,8,1,50,0,1
42,1,11,1,40,0,1
53,1,12,1,99,0,1
24,1,10,1,40,0,1
32,1,9,1,40,0,1
22,1,10,1,40,0,1
36,2,13,1,40,0,1
55,1,9,1,35,0,0
49,1,4,1,50,0,1
59,0,9,1,60,0,1
69,1,9,2,40,0,0
25,1,12,3,45,0,1
44,1,15,0,99,0,0
24,1,12,3,40,0,1
42,1,14,0,16,0,0
44,3,12,0,40,0,0
38,1,11,3,40,0,0
37,1,10,4,40,0,0
28,1,9,3,40,0,1
35,1,9,0,40,0,1
41,1,9,2,40,0,1
26,1,9,3,40,0,0
68,3,10,0,40,0,0
75,2,9,0,15,0,1
72,1,9,1,40,0,1
69,1,13,4,15,0,0
65,1,10,4,40,0,0
70,1,3,4,40,0,0
71,1,13,0,16,0,0
67,0,9,4,15,0,0
70,2,9,4,20,0,0
65,0,9,4,75,0,0
72,1,14,3,60,0,1
78,1,9,4,12,0,0
65,1,9,1,40,0,1
63,2,9,1,20,0,1
66,2,12,1,30,0,1
65,2,10,1,40,0,1
72,3,9,1,10,0,1
73,3,4,1,10,0,1
60,1,5,1,37,0,1
78,0,9,1,32,0,1
70,0,9,1,24,0,1
55,2,14,1,50,0,1
28,1,9,3,48,0,0
31,1,12,3,38,0,1
29,2,10,0,50,0,1
53,1,11,0,40,0,0
58,2,11,0,56,0,1
33,1,13,3,50,0,1
44,2,10,3,45,0,1
55,1,9,4,35,0,0
23,1,10,3,80,0,1
29,1,13,3,40,0,0
39,3,10,3,44,0,0
28,3,13,3,50,0,0
50,3,14,0,30,0,0
38,1,13,3,45,0,1
24,1,13,3,30,0,1
22,1,13,3,4,0,1
17,1,7,3,18,0,1
49,0,6,2,40,0,1
20,1,10,3,25,0,1
18,1,9,3,25,0,1
21,1,9,3,40,0,1
20,1,10,3,12,0,0
21,1,10,3,20,0,0
20,1,10,3,20,0,0
28,2,15,3,40,0,1
19,1,9,3,45,0,1
36,1,13,3,20,0,1
63,1,7,4,30,0,0
33,1,4,0,35,0,1
25,1,9,3,40,0,0
21,0,10,3,40,0,0
18,1,10,3,35,0,0
48,1,10,0,40,0,1
27,1,3,3,40,0,0
39,1,9,2,40,0,1
20,1,10,3,40,0,0
18,1,10,3,40,0,1
18,1,10,3,20,0,1
21,1,9,3,40,0,1
39,3,13,3,40,0,1
40,2,13,1,40,0,0
25,1,10,3,40,0,1
29,1,11,0,45,0,0
41,1,9,3,40,0,1
23,1,13,3,40,0,0
28,1,10,3,55,0,1
36,1,10,3,60,0,1
39,1,9,0,40,0,1
33,1,12,3,55,0,0
28,1,13,3,40,0,0
39,1,10,3,45,0,0
26,3,14,3,40,0,0
29,2,11,3,40,0,0
32,3,12,0,40,0,1
36,2,13,3,50,0,0
34,1,10,0,40,0,1
29,1,15,0,72,0,0
40,1,9,1,60,0,1
58,1,9,0,40,0,0
57,3,13,0,37,0,1
24,1,9,3,40,0,0
32,1,9,0,40,0,1
41,1,9,0,40,0,1
27,1,9,3,40,0,1
37,1,10,3,40,0,1
48,1,9,3,40,0,0
57,1,9,2,40,0,1
41,1,10,0,45,0,1
26,1,10,3,75,0,1
63,1,9,3,40,0,1
45,1,11,0,50,0,1
21,1,11,3,60,0,0
31,1,9,3,40,0,1
28,1,11,3,36,0,0
62,1,9,0,40,0,0
41,1,9,3,41,0,1
29,3,10,3,40,0,0
24,1,13,3,45,0,1
29,1,9,3,50,0,1
43,3,10,3,40,0,1
47,1,9,4,40,0,0
25,1,13,3,40,0,1
32,2,13,3,60,0,0
43,1,10,3,45,0,1
25,1,10,3,50,0,0
27,3,9,3,40,0,1
27,3,9,3,40,0,1
51,1,6,1,45,0,1
31,1,6,1,40,0,1
63,1,9,1,40,0,1
23,1,9,1,40,0,0
24,1,4,1,50,0,1
21,0,10,1,20,0,0
52,1,9,1,40,0,1
37,2,12,1,50,0,1
33,3,9,1,40,0,1
81,1,5,4,5,0,0
67,1,2,4,34,0,0
66,1,9,3,55,0,1
67,0,5,0,40,0,0
69,1,10,4,24,0,0
66,0,6,0,40,0,1
71,3,14,4,20,0,1
46,2,10,0,60,0,0
34,1,9,3,30,0,1
38,3,9,0,20,0,0
19,1,10,3,30,0,0
67,3,14,0,40,0,0
65,3,8,4,44,0,1
70,0,9,4,40,0,0
69,1,9,4,40,0,0
69,1,9,4,12,0,0
65,1,10,4,20,0,0
65,1,9,0,50,0,0
69,2,4,3,10,0,1
69,0,10,3,1,0,1
41,1,9,3,40,0,0
33,3,9,3,40,0,0
44,1,10,0,50,0,1
36,1,9,0,40,0,0
29,1,10,0,40,0,0
40,1,10,0,30,0,0
47,3,9,0,38,0,0
65,0,7,1,40,0,1
69,1,3,1,40,0,1
67,1,4,1,40,0,1
65,2,3,1,21,0,1
74,0,6,1,30,0,1
78,1,4,1,15,0,1
67,2,9,1,20,0,1
34,1,11,3,20,0,0
45,3,14,0,45,0,0
46,3,10,0,50,0,0
36,1,13,0,45,0,0
44,1,10,1,45,0,0
39,1,14,0,40,0,0
41,1,9,0,50,0,0
40,2,12,0,40,0,0
37,1,9,0,40,0,1
39,1,12,0,40,0,1
49,1,9,3,40,0,0
40,3,14,0,40,0,0
43,3,13,0,36,0,0
49,1,13,4,35,0,0
42,1,7,0,50,0,1
41,3,14,0,40,0,0
61,3,9,4,35,0,0
34,3,13,3,40,0,1
32,1,9,0,38,0,0
33,1,8,2,40,0,0
48,3,9,1,40,0,0
53,1,10,0,40,0,0
40,1,12,2,32,0,0
72,1,13,1,6,0,1
69,1,5,1,35,0,1
76,1,9,1,24,0,1
69,3,9,1,6,0,1
66,2,9,1,50,0,1
66,2,5,1,1,0,1
66,2,9,1,40,0,1
75,0,5,1,5,0,1
68,0,9,1,15,0,1
79,0,4,1,35,0,1
80,2,9,1,40,0,1
76,0,6,1,40,0,1
73,1,13,1,75,0,1
57,0,4,1,45,0,0
42,2,9,0,50,0,1
35,1,9,3,40,0,0
38,1,13,0,40,0,0
37,3,13,0,35,0,0
30,1,9,0,30,0,1
24,3,10,3,40,0,1
44,1,12,3,50,0,0
34,1,9,0,48,0,0
70,0,5,4,15,0,0
66,0,6,0,20,0,0
78,0,9,4,20,0,0
67,0,9,4,35,0,1
65,2,15,3,60,0,1
17,1,5,3,24,0,1
26,3,13,3,40,0,1
21,0,9,3,40,0,0
17,0,6,3,30,0,1
20,0,10,3,50,0,1
17,1,7,3,20,0,0
64,2,9,3,40,0,1
19,0,9,3,12,0,0
17,1,6,3,20,0,0
33,1,9,3,40,0,0
33,3,13,3,40,0,0
18,1,7,3,20,0,1
19,1,8,2,40,0,0
18,1,9,3,30,0,0
21,1,9,3,30,0,0
26,1,7,3,32,0,1
43,1,10,3,40,0,0
18,1,9,3,25,0,1
21,1,10,3,32,0,0
62,1,5,3,22,0,0
19,1,8,3,40,0,1
20,1,10,3,20,0,1
17,1,7,3,18,0,0
22,1,13,3,30,0,0
23,1,10,3,20,0,1
90,0,13,4,10,0,0
72,0,13,2,7,0,0
67,1,9,4,18,0,0
69,1,9,4,18,0,0
65,1,9,2,20,0,1
54,1,9,4,40,0,1
33,1,13,0,40,0,0
55,3,14,4,50,0,0
41,1,9,4,40,0,1
25,1,5,3,40,0,1
48,1,9,2,40,0,0
40,1,10,0,40,0,0
43,3,14,0,40,0,0
34,3,9,3,60,0,1
52,0,8,3,40,0,1
56,1,9,4,20,0,0
18,0,10,3,15,0,0
18,1,5,3,40,0,1
57,1,10,0,10,0,0
20,1,10,3,16,0,0
21,1,9,3,40,0,1
18,1,7,3,30,0,1
17,1,7,3,10,0,1
19,0,10,3,10,0,0
43,1,9,0,16,0,1
20,1,10,3,20,0,0
26,1,11,0,35,0,0
43,3,10,0,20,0,0
49,3,9,0,10,0,0
18,0,10,3,10,0,1
28,1,16,3,50,0,1
38,1,9,3,50,0,1
19,1,10,3,20,0,0
44,1,11,3,25,0,1
18,1,8,3,20,0,1
18,2,7,3,4,0,0
24,1,9,3,40,0,1
17,1,6,3,30,0,1
20,0,10,3,35,0,0
19,1,10,3,40,0,1
20,1,7,3,20,0,1
19,3,10,3,24,0,1
22,3,10,3,25,0,0
18,1,8,3,14,0,1
21,3,10,3,4,0,0
24,1,9,3,15,0,0
17,1,7,3,40,0,1
77,2,9,3,20,0,1
90,0,9,4,4,0,1
38,3,9,3,38,0,0
20,1,5,3,20,0,0
39,1,10,0,45,0,0
33,1,5,0,55,0,1
38,1,6,4,40,0,1
25,1,9,3,40,0,0
50,2,13,1,13,0,1
38,1,9,0,40,0,1
53,1,7,1,40,0,1
28,1,13,1,40,0,0
37,1,14,1,40,0,0
49,1,5,1,16,0,0
52,2,9,1,45,1,1
37,1,10,1,80,1,1
30,3,13,1,40,1,1
23,1,13,3,30,0,0
32,1,12,3,50,0,1
40,1,11,1,40,1,1
34,1,4,1,45,0,1
25,2,9,3,35,0,1
32,1,9,3,40,0,1
38,1,7,1,50,0,1
43,2,14,0,45,1,0
40,1,16,1,60,1,1
54,1,9,2,20,0,0
35,3,5,1,40,0,1
59,1,9,0,40,0,0
56,3,13,1,40,1,1
19,1,9,3,40,0,1
54,0,10,1,60,1,1
39,1,9,0,80,0,1
49,1,9,1,40,0,1
23,3,12,3,52,0,1
20,1,10,3,44,0,1
30,3,10,1,40,0,1
22,3,10,1,15,0,1
48,1,7,3,40,0,1
21,1,10,3,40,0,1
19,1,9,1,25,0,0
31,1,10,1,38,1,1
48,2,12,1,40,0,1
31,1,5,1,43,0,1
53,2,13,1,40,0,1
24,1,13,1,50,0,1
49,1,9,2,40,0,0
25,1,9,3,35,0,1
57,3,13,1,40,1,1
53,1,9,1,38,0,1
44,1,14,0,40,0,0
41,3,11,1,40,0,1
29,1,11,3,43,0,1
25,1,10,1,40,0,0
18,1,9,3,30,0,0
50,3,13,0,55,1,1
47,2,9,0,60,0,1
43,1,10,1,40,1,1
46,1,3,1,40,0,1
35,1,11,1,40,0,1
41,1,9,1,48,0,1
32,0,4,1,40,0,1
48,1,9,1,40,0,1
42,1,16,1,45,1,1
29,1,10,0,58,0,1
36,1,9,1,40,0,1
28,1,10,0,40,0,0
53,1,9,1,40,1,0
49,2,10,1,50,1,1
25,0,10,3,40,0,1
19,1,10,3,32,0,1
31,1,13,2,40,0,0
29,2,13,1,70,1,1
23,1,10,3,40,0,1
79,1,10,1,20,0,1
27,1,9,3,40,0,1
40,1,12,1,40,0,1
67,0,6,1,2,0,1
18,1,7,3,22,0,0
31,3,4,1,40,0,1
18,1,9,3,30,0,1
52,1,13,1,40,0,1
46,1,9,1,40,0,0
59,1,9,1,48,0,1
53,1,9,0,35,0,0
49,3,9,1,40,1,1
33,1,14,1,50,0,1
30,1,5,3,40,0,1
43,3,16,3,50,1,0
57,1,11,1,40,0,1
37,1,10,0,40,0,0
28,1,10,0,25,0,0
34,3,13,1,40,1,1
29,3,10,3,50,0,1
37,1,10,1,48,1,1
48,1,12,0,40,0,0
32,3,9,3,40,0,1
76,1,14,1,40,1,1
47,2,14,3,50,0,0
20,1,10,3,40,0,0
29,1,9,3,40,0,1
30,1,7,3,40,0,1
31,3,9,3,40,0,0
42,1,9,1,40,0,1
24,1,13,3,40,0,1
38,1,15,1,40,1,1
36,1,9,3,40,0,0
53,1,5,1,50,0,1
56,2,10,1,50,0,1
49,3,11,1,40,1,1
55,1,10,1,56,0,1
22,1,9,3,41,0,1
21,1,10,3,40,0,0
40,1,13,1,60,0,1
30,1,13,3,40,0,1
29,3,13,1,50,1,1
19,1,10,3,35,0,1
47,1,13,1,40,1,0
31,1,12,1,40,1,1
35,0,9,1,40,0,1
39,1,10,0,40,0,1
28,1,12,3,60,0,0
37,1,13,1,50,0,1
46,1,12,0,36,0,0
38,3,14,1,40,1,1
43,2,9,1,60,0,1
27,1,11,1,35,0,0
20,1,10,3,20,0,1
49,1,10,1,40,1,1
61,2,9,1,40,0,1
27,1,10,3,40,0,0
19,1,10,3,30,0,1
70,1,10,3,40,0,1
31,1,9,3,30,0,0
22,1,10,1,24,0,1
36,1,9,4,24,0,0
43,0,10,0,40,0,0
47,3,10,0,38,0,0
34,1,9,3,40,0,0
33,1,13,3,40,0,0
21,1,9,3,35,0,1
52,0,9,0,45,1,1
48,1,9,1,46,0,1
23,1,13,3,40,0,1
29,1,9,0,60,0,1
42,1,13,2,50,0,1
68,0,2,0,20,0,0
25,1,9,3,40,0,0
44,2,14,0,40,0,0
28,1,9,3,40,0,0
45,2,14,1,40,1,1
36,1,10,0,40,0,0
39,3,12,3,42,0,1
46,3,14,4,40,0,1
18,1,7,3,16,0,1
66,3,11,4,20,0,0
28,3,9,1,40,0,1
27,1,13,3,50,0,1
28,3,13,1,40,1,1
27,1,9,1,25,0,0
21,1,9,3,40,0,1
34,1,9,3,40,0,1
18,1,9,3,12,0,1
33,1,13,1,65,0,1
44,3,10,1,38,1,1
43,1,10,0,40,0,0
30,1,10,3,45,0,1
40,1,4,1,40,1,1
37,3,10,1,42,1,1
34,1,9,1,40,0,1
41,2,13,0,40,0,0
53,0,13,0,50,0,0
31,1,14,1,50,0,0
58,3,16,1,1,1,1
38,1,10,0,28,0,0
24,1,10,1,40,0,1
41,3,13,1,40,0,1
47,1,10,1,45,0,1
41,3,13,1,24,0,1
23,1,3,1,40,0,1
36,1,10,0,40,0,1
24,2,9,3,40,0,1
19,0,9,3,40,0,1
51,1,13,1,50,1,1
37,3,9,0,35,0,0
18,1,7,3,40,0,0
35,1,9,0,60,0,1
17,1,7,3,12,0,0
44,3,9,1,40,0,1
37,1,9,1,40,1,1
35,1,10,3,40,0,0
60,1,9,1,40,0,1
54,2,4,1,40,1,1
37,1,13,3,60,1,1
50,1,12,0,40,0,0
38,1,13,1,50,0,1
45,1,13,1,55,0,1
25,1,6,3,40,0,1
31,1,10,1,40,0,1
64,0,2,0,40,0,1
54,1,9,1,20,0,1
53,3,1,3,35,0,0
18,1,9,3,40,0,0
60,0,6,0,10,0,0
75,1,11,4,20,0,0
65,1,9,0,40,0,0
41,1,9,0,38,0,0
25,1,10,3,42,0,1
33,1,10,0,40,0,0
28,1,15,3,55,1,1
59,3,9,1,40,0,1
40,3,10,3,38,0,0
41,1,13,1,50,1,1
38,3,14,1,70,1,1
23,1,9,3,40,0,1
40,1,13,1,40,1,1
41,2,9,1,20,0,0
24,3,12,1,50,0,1
20,0,10,3,20,0,1
56,1,9,1,35,0,1
58,1,9,1,45,1,1
32,1,9,3,34,0,0
45,1,9,1,40,0,1
41,1,15,1,40,1,0
42,1,13,1,40,0,0
59,3,6,4,30,0,0
19,3,10,3,40,0,1
58,1,10,3,20,0,1
42,2,9,1,40,1,1
20,1,9,3,40,0,0
32,1,9,2,30,0,0
45,1,11,4,45,0,0
50,1,4,0,40,0,1
36,1,13,0,40,0,0
45,1,9,1,60,0,1
17,1,7,3,12,0,1
26,1,7,1,40,0,1
37,2,10,1,75,1,1
19,0,10,3,24,0,1
64,1,9,1,40,1,1
33,1,13,3,45,0,0
33,1,9,1,40,1,0
61,1,9,1,40,1,1
27,3,14,3,35,0,1
30,1,9,0,40,0,0
43,1,9,1,40,0,1
35,1,10,3,40,0,0
25,1,10,3,40,0,0
22,1,13,3,15,0,0
34,1,12,0,45,0,0
60,1,13,0,42,0,0
21,1,9,3,40,0,1
41,1,15,1,60,1,1
50,1,10,0,45,0,1
25,1,13,3,40,0,0
50,1,4,1,40,0,1
36,1,13,1,45,0,1
31,1,9,0,40,0,0
29,3,13,3,56,0,1
21,1,10,3,45,0,1
27,1,13,3,40,0,0
65,1,9,1,16,0,1
37,2,13,0,60,0,0
24,1,9,3,40,0,1
38,1,9,0,80,0,1
21,1,10,3,25,0,0
31,1,9,1,45,1,1
24,1,10,1,40,0,0
43,1,9,0,40,0,0
26,1,12,3,45,0,1
46,1,12,3,33,0,0
35,1,12,1,40,1,1
41,2,10,1,54,1,1
26,1,13,3,40,0,1
19,0,10,3,25,0,0
36,2,13,0,40,1,0
22,1,10,3,15,0,1
24,1,10,3,40,0,1
77,2,10,1,40,0,1
22,1,3,1,40,0,0
29,1,10,3,40,0,0
62,1,9,4,24,0,0
39,2,9,1,40,0,1
35,1,9,0,45,0,1
29,1,7,3,40,0,0
76,2,14,1,10,0,1
63,2,9,1,45,0,1
23,0,11,3,15,0,0
58,2,9,1,40,0,1
41,1,10,3,45,0,1
26,1,13,3,40,0,1
47,1,11,3,40,0,1
55,3,6,1,40,0,1
53,1,9,1,40,0,1
17,1,3,3,48,0,1
30,1,9,3,40,0,1
49,1,14,3,60,0,1
19,1,9,3,30,0,1
45,1,9,1,40,0,1
26,1,12,3,40,0,1
33,1,9,3,20,0,1
22,3,10,3,40,0,0
43,2,13,3,42,0,1
67,0,7,1,8,0,1
30,0,11,0,40,0,0
56,1,12,1,25,0,1
31,1,13,3,25,0,1
33,1,13,1,40,1,1
26,1,9,1,40,0,1
33,1,13,1,40,1,1
46,3,7,1,30,0,1
59,0,13,1,40,1,1
38,3,9,1,40,1,1
65,1,7,4,40,0,1
40,1,11,1,40,1,1
42,1,9,1,35,0,0
26,2,5,1,40,0,1
36,1,6,1,24,0,0
62,1,14,1,40,1,1
43,1,13,1,45,0,1
22,1,9,1,55,0,1
28,1,9,1,40,0,1
56,2,10,1,45,0,1
22,1,12,3,15,0,0
57,1,13,0,45,1,0
39,1,9,0,40,0,0
26,3,10,3,15,0,0
17,1,7,3,10,0,1
40,3,11,1,38,1,1
45,1,9,1,40,0,1
44,1,9,3,40,0,1
20,3,10,3,10,0,0
33,1,9,1,40,0,0
23,1,10,3,40,0,1
46,2,14,0,30,0,1
38,1,9,1,50,0,1
54,1,9,0,40,0,1
25,1,10,1,40,0,1
46,1,10,0,40,0,0
36,3,10,1,40,0,0
23,1,9,3,25,0,0
29,1,9,2,40,0,1
19,1,10,3,16,0,0
19,1,9,3,40,0,0
35,1,9,1,40,1,0
27,1,13,3,50,0,1
46,2,12,2,40,0,1
34,1,9,3,35,0,0
44,1,10,1,40,0,1
45,1,10,0,40,0,0
20,0,9,3,35,0,0
25,1,13,1,55,1,1
52,2,13,1,50,1,1
20,1,10,3,40,0,1
28,1,10,3,40,0,0
50,3,13,1,40,1,1
34,1,11,0,64,0,0
28,1,9,1,40,0,1
46,2,9,1,25,0,1
32,1,10,1,50,0,1
41,3,10,0,24,0,0
24,1,9,3,40,0,0
33,1,10,0,40,0,0
31,3,10,1,40,0,1
35,1,8,0,50,1,1
52,1,2,1,40,0,1
30,1,7,3,19,0,0
